Date,Open,High,Low,Close,Adj Close,Volume
2016-09-06,11.727546,11.897122,11.513344,11.513344,11.070629,10008097
2016-09-07,11.468718,11.615982,11.200966,11.557969,11.113538,12942589
2016-09-08,11.553507,11.727546,11.348230,11.700770,11.250849,11911015
2016-09-09,11.700770,12.321063,11.575819,12.182724,11.714270,23559701
2016-09-12,12.004223,12.097936,11.651682,11.870347,11.413904,15313839
2016-09-13,11.955135,12.026536,11.633832,11.638295,11.190776,10795011
2016-09-14,11.638295,11.678458,11.424093,11.553507,11.109248,11269360
2016-09-15,11.526731,11.758783,11.486569,11.691845,11.242267,9392096
2016-09-16,10.888589,11.031390,10.652074,10.701162,10.289678,44555660
2016-09-19,10.683312,10.741325,10.384322,10.442335,10.040803,17352150
2016-09-20,10.370934,10.442335,10.040707,10.045169,9.658909,17550662
2016-09-21,10.161195,10.205821,9.933606,10.063019,9.676073,17085130
2016-09-22,10.089795,10.482498,10.089795,10.388785,9.989312,13855650
2016-09-23,10.339697,10.388785,10.085332,10.183508,9.791928,10645744
2016-09-26,10.054094,10.054094,9.407027,9.415952,9.053886,34611717
2016-09-27,9.549828,9.603378,9.085724,9.415952,9.053886,33053900
2016-09-28,9.710479,9.826505,9.509665,9.607841,9.238398,27288373
2016-09-29,9.866668,9.871130,9.621228,9.706017,9.332797,16401054
2016-09-30,8.969698,10.451260,8.834037,10.326309,9.929238,63794092
2016-10-04,10.339697,10.692237,10.223671,10.482498,10.079422,30608728
2016-10-05,10.576211,10.799338,10.415560,10.772563,10.358333,20989361
2016-10-06,10.888589,11.062628,10.643149,10.741325,10.328297,19093390
2016-10-07,10.803801,10.982302,10.674387,10.790413,10.375497,18392845
2016-10-10,10.719012,11.156341,10.384322,11.156341,10.727354,27214069
2016-10-11,11.129566,11.214354,10.951064,10.982302,10.560007,13529447
2016-10-12,10.977839,11.129566,10.808263,11.022465,10.598625,8642161
2016-10-13,10.937677,10.946602,10.562824,10.701162,10.289678,12856713
2016-10-14,10.719012,11.102790,10.638687,10.919826,10.499933,13892488
2016-10-17,10.861813,11.053703,10.821651,10.906439,10.487061,8874934
2016-10-18,10.982302,11.156341,10.964452,11.107253,10.680154,9781516
2016-10-19,11.200966,11.272367,11.080478,11.200966,10.770263,9548732
2016-10-20,11.267904,11.673995,11.218816,11.629370,11.182194,20289783
2016-10-21,11.763246,11.834646,11.593669,11.709695,11.259431,14011603
2016-10-24,11.772171,12.022073,11.749858,11.923897,11.465395,11920341
2016-10-25,11.955135,11.999760,11.531194,11.732008,11.280886,16244209
2016-10-26,11.620445,11.914972,11.615982,11.865884,11.409613,11794137
